usuario,seguidores,seguidos,tweets,retweets
hoencaur1,35,264,0,1
IndustriasEc,119095,763,0,1
lolagb,573,1989,1,0
Jail_Ixel,203,606,0,2
ProntoUy,2191,188,3,1
andrea140369,95,161,0,1
GerFR4,5,21,0,1
FAOMesoamerica,7666,640,3,3
GerardoMarraud,153,236,0,1
Rafael_Garcia,2125,1114,0,1
jorgefdezw,323,490,0,1
NELSONM10703100,51,200,0,1
inaki_satt,2608,2306,1,3
reisdemallorca,1009,1178,0,1
MirYanPalacios,66,289,0,1
Mss_Molko,242,836,0,1
PaulaCaballeroC,604,203,0,1
sentirplaneta,579,891,0,2
eduperero,4249,1709,0,2
Soto184,1499,1210,0,1
LopezVillaverde,915,900,0,1
Turkia14,112,566,0,1
AyGheraldyn,8,147,0,1
AECIDRD,455,113,1,0
machucaire,715,1103,0,1
vleiza,689,2473,0,1
JuanraSantos,416,583,0,1
FelipeCamposlh,3884,3257,1,2
XVtores,672,1104,0,1
Emprende_UPCT,2342,702,1,0
LeonardoIzquie8,715,353,0,1
Cedy_at,994,1454,0,1
Historia_Malaga,13308,711,0,1
alfonsinabeve,676,654,0,2
cfpcrem,592,613,2,1
gri_86,410,744,0,4
CanepaOneto,192,380,0,1
Claudia130285,89,116,0,1
RedViralEdomex,386,426,0,1
involucraTEC,119,259,2,0
HectorLopezOrel,63,370,0,1
ManHurtadoFer,1892,2955,1,2
ElenaEG4A,3490,4950,0,1
rrebollarn,13,96,0,1
manuelbut1984,895,392,0,1
FundaSitio,1875,1372,1,0
gluvabri,19,120,0,1
trigorosa,4291,3263,0,1
YA_Globe,78,60,0,1
torresffabiola,33,187,0,1
msocial_esp,293,686,0,1
javbossa,1575,2598,0,1
flor_las3g,160,607,5,0
MorenaHerrera_,1343,501,0,1
elenaestavillo,3777,416,1,0
FAMDIF,1564,456,1,0
VitaMartinezV,343,580,0,1
ConLanzarote,360,218,0,3
IngForestal50,3882,786,0,2
erramunms,303,352,0,1
UTC_UGT,310,498,0,1
FEACEM_CYL,113,74,0,1
Joelomar_,1495,830,0,1
eccaradio,728,51,1,0
Inquisidor80,405,1139,0,1
LCondassin,4806,600,1,0
anavidu,880,837,1,0
neuropista,396,275,0,1
pnud_uy,2228,651,1,3
Anamasanro,2304,1872,2,6
LAURADEVEGAF,700,983,1,8
CSocialesTec,1812,66,14,2
Catalina_valpo,3385,996,0,4
Aponte1609Elias,75,433,0,1
antoniobb1953,2073,1056,0,2
MINSA_Panama,62573,1795,1,1
rafescal,7178,6081,0,1
Trinomio_es,505,864,4,1
KAS_Argentina,2257,1191,0,1
PepE19Q,200,1598,1,1
GIAndradeP,8262,2674,0,9
japonn1963,795,603,0,1
paula_veronelli,211,1286,0,1
maytedomingo_,296,270,0,1
cchsmadrid,1107,322,0,1
WENDY20804080,2,5,0,1
ZarateCruzMa1,9,89,0,1
lourdes_flecha,71,71,0,1
galataranna,655,722,2,0
envirall,326,308,2,2
ruiz_berra,78,88,0,1
CarlosMonsalveA,1243,410,0,1
Wiweck,4268,2397,0,2
Ucm2020,1183,461,4,0
CativosEi,445,253,0,1
JuanAlbertos32,82,24,0,3
SandraC67222553,14,120,0,3
grupoLOBE,2255,1166,1,1
Karufle,280,233,0,1
Klaklauky,28,117,0,1
RemarksEC,184,139,1,0
karianvl,758,484,0,1
crater_de_luna,687,2778,0,1
CLIENTE_ACTIVO,147,123,0,3
RafaMagro2,46,45,0,4
Jaime_HaiMing,84,177,0,3
revolucionsoste,9,22,3,0
quiminauta,2091,5001,0,2
beatrizvargas10,39,397,0,1
LuisSuarezWWF,1893,623,0,1
nelsonbenitez98,409,756,1,0
sgcity50,982,122,0,1
anaisrebollo,486,349,1,0
uaemextv,8280,353,0,1
ARQMIGS,54,125,0,1
EzquerraIrene,103,281,1,2
CATIEOficial,2289,518,1,0
Unicordoba_Col,10595,1855,1,1
RadissonMvd,1373,356,0,1
RoCaSanJuan,746,284,0,1
Rosapslomarbel1,9,29,0,1
PetalosT,65,76,0,1
seguimospanama1,226,2243,0,2
arparede3,79,220,0,1
MMaruxxi,3281,2060,0,1
nomatarasishr,5785,6352,0,1
pnud,328572,862,0,3
MScaglioneOCDE,7827,7004,0,1
livia_chavez,133,235,0,1
DrLandaburu,871,1727,0,3
EparaCompartir,1598,614,2,0
ester_borras,15,29,0,1
porfirio_rmz,85,298,1,0
BloqueAP35,10324,921,0,2
E_Santiago_Muin,4299,516,0,1
BettyRi61929434,3,31,0,1
baramasbaga,130,627,0,1
RalCedeo6,13,62,0,1
psicoarenas,1491,2107,0,1
PactoGlobal,7681,859,6,1
carloslhva,8199,4568,0,1
FavPanama,2665,553,0,1
CUESA_Cursos,2483,693,0,1
BelnRey,39,219,0,1
WeEffectLA,359,460,1,0
BalajiKetha,121,182,0,1
rojasgrace,354,300,0,1
Fundacion_Anaas,289,236,1,0
FMusol,3376,4749,4,0
seryestar_co,51,182,0,5
RedVountarios,212,105,1,0
gabsocialRD,261,18,9,0
NiccolGarcia,312,1238,0,1
Area6VegaMedia,1345,862,0,1
OIenVigo,281,554,0,1
AcciCampesina,1003,1939,1,1
JoAguilarMedina,1402,1412,0,1
Josevozoro,66,375,0,2
CaroMonico,112,208,0,1
Palito31Merino,79,162,0,1
Terete445,106,810,0,1
arrabaldes,3199,1674,0,1
LifeIntemares,1194,1352,1,0
CoamarOrg,350,378,3,0
elsebitasorbe,89,265,0,1
InvestigaUtpl,1826,594,1,0
EnriqueJDiez,1617,440,0,1
XimenalvarezSe1,79,162,0,1
gracia1664,892,812,0,1
JPortieles,127,131,0,6
Ca24919406Sofia,148,375,0,1
PavpsC,2241,5001,0,1
agendambientalc,51,170,1,4
Sususurro2,1534,2569,0,1
YerseyOwen,1648,1195,1,2
MateoLedesmaB,400,1091,0,1
LugarDeLideres,527,469,0,1
celeneaburtop,11,22,0,1
Smart_CityLATAM,1123576,702,0,1
ONU_RD,11597,610,2,1
oscarbarbat,58,256,0,1
DirectivosyEmpr,3553,4849,1,0
CE4reputation,5600,586,1,0
mirrocafort,5712,5326,0,1
CarlosMarMi,102,175,0,1
Elomendi_SL,238,252,0,1
Estrella_Samm,19,112,0,1
NoticieroRincon,114,408,0,1
FeministesCAT,8260,1572,0,3
UAEMexIdentidad,543,72,0,1
arredondo_a,839,2233,0,1
SCSalutDigital,875,317,0,1
Maalbala,314,476,1,0
Teresa_gil60,191,405,0,1
lgomez4,1074,687,0,4
sinerxiaconsult,363,785,0,1
gslaflecha,415,97,0,1
ameijide,1851,4998,0,1
MinfecciosasUMH,433,326,1,0
AlexAlvaradoLop,106,452,0,2
africa_impres,2775,946,0,1
RosaMariaSuar17,484,308,0,7
SustainHonduras,131,396,0,2
YOYIS465,56,382,0,1
Julieta_SEO,545,708,0,1
domingo2711,36,125,0,1
mapeve83,195,409,0,1
BBVA_esp,58898,422,0,1
DarkReitor,2224,118,0,2
bpintelos,2345,1984,0,1
CochinilloFeroz,517,507,1,0
jmtldst,2600,2880,0,1
CGaleriasArte,1444,844,1,0
josuemontielop,44,289,0,1
santiama1947,442,306,0,2
AS_ONGD,2099,2426,0,1
Eliasme12622654,8,55,0,1
joeldelgado86,817,753,0,1
teresabatlle,340,232,0,1
DAR_Delegado,14,110,2,0
MaritzaDaSilva,436,502,0,1
SalesioRoman,5,29,0,1
CarmenCondeRuiz,46,97,0,1
Catedra_GO,377,592,0,1
AECID_Honduras,277,414,1,0
enriquecies,261,1516,0,1
AbriendoMerca,57,150,0,1
JJ_Voluntarios,617,145,1,0
redecon7,109,247,2,0
heiderzapa97,216,310,0,2
_Isra_Cruz,281,332,0,1
malemab,46,69,1,1
yolandaGH,1700,1671,1,1
DarynkaLL84,192,781,0,1
APCColombia,14313,1628,2,0
crcarmen_,35,112,0,1
vergara_dra,3,13,0,1
Suhumo,149,171,0,2
beadelatorre93,117,170,0,1
riojaeducando,6225,6532,0,2
AnimaLectura,3263,3273,1,0
InclusionIntl,3919,562,0,2
BizRepublicNews,4585,4985,1,0
CristinaNarbona,25087,1514,0,4
AnamiReyesA,339,1421,0,2
JorgeJmzLpz,664,1896,0,1
ProyectoALLAs,2852,786,0,1
MareaBlancaCAT,5252,1631,0,1
jlcaneja,1668,1097,0,1
CarolinaDarias,4479,1467,0,1
cmmicolta1,41,316,0,1
edu_deu,224,201,0,1
UBUEstudiantes,11418,341,0,2
GoberdelGuayas,62662,785,0,1
SocEspPR,1056,69,0,1
SocialistasC,2261,1165,0,1
alemo781,1784,1240,0,1
AnaAnialmeida,15,77,0,1
bnovoa,122,126,0,1
ProFuturo_,2388,433,1,0
marianocastro,2960,2129,0,1
jmmasgarcia,871,1707,0,1
monica_febrero,247,586,0,1
UMaristaMerida,4459,8,1,0
CecytehSdeAnaya,693,257,0,1
NtraSraVictoria,1476,1215,0,1
quinnannette,99942,2192,0,1
mechilazaro,104,257,0,1
Caballerohelena,233,445,0,3
OZinacantepec,38,80,1,0
ECGobAbierto,455,53,1,0
Ga__consultores,1223,983,0,1
NunezDolors,113,160,0,1
CamiloIban,57,124,0,1
EstherPlatero,1113,1108,0,1
Dcorderoc,62,595,0,1
bancalimentosca,662,303,0,1
Horapunta,265,615,0,1
InnovadorasTIC,637,268,0,1
UNICEFperu,22694,1110,0,1
porceb,179,280,0,1
ocisneros0416,442,761,0,6
salesgroupweb,723,919,0,1
isabelgserrano,37,167,0,1
gchaleg1,146,544,0,1
ArroyoPaloma,745,219,1,1
jdiazgoyes,426,1138,0,6
airun72,919,560,0,1
carmenlagrande,132,200,0,1
davidarahal,346,323,1,0
ArrebolaLopez,21,31,0,1
LandeckH,2974,1923,0,1
MuseosSociales,139,146,0,4
AChMChile,8612,4359,0,2
rtpseguridad,1137,500,0,1
ConDios2001,172,77,0,1
jsespada,6,97,0,1
GomezAngulo,3470,2839,1,0
Tonsanjr,17929,1993,0,1
10Copytoner,118,135,0,1
daraujog01,403,599,0,1
Letiskywalker,62,168,0,2
EscritoresCOL,90,765,0,1
JCarrascosa_Ca,722,433,0,1
bellajulieta2,17,41,0,1
ILUNION,26376,2103,1,0
jmolinap6,114,96,0,1
LuzDaz2,37,234,0,1
GBarbeito,772,256,0,1
ManelGV,1291,991,1,0
UN_UniteIdeas,3287,4816,0,1
BurgaDia1,438,755,0,1
AlfredoCataMadu,107,153,1,0
anibalgaviria,258790,430,0,1
Conmicas,2577,3575,0,1
MariChuljak,119,164,1,0
PosgradosIB,213,93,0,1
GiselaPhoto,1581,2398,0,2
pablodeolavide,29011,5505,0,2
CDocencia_HGURS,251,204,0,1
adsangbcn,3820,3782,0,2
MileykaChandeck,294,63,0,1
japedreno,3093,2763,0,10
husein_mx,410,1628,0,1
josemari_p,43,147,0,1
Jared_M_V,85,153,0,1
ObsLaRabida,13,30,1,1
ElGabridenegro,52,185,0,1
yolimaarellano,3813,5000,0,1
PatricioValades,36,71,0,1
diyulychourio,1162,3857,3,2
carrero_sr,7,29,0,2
pedro_mendez_d,2845,1072,1,0
luisleonmoran,429,715,0,1
her_gallego,293,249,0,1
ValoresyMkt,414,180,0,1
RPL_ODS,246,156,11,1
Viajeraviajera,109,439,0,1
PabloRuizHiebra,1568,180,0,1
Santiagodelsola,9918,1430,1,0
NantikLum,1070,759,4,5
LuisMGallego,3057,3043,0,2
manueloteroIICA,2596,3890,0,1
PastazaMAE,2106,303,0,1
FredericTorres,134,454,0,1
Joralon75,293,1137,3,20
EistrupMathias,75,494,0,1
Messer_es,259,112,0,1
PerazaLimberth,19,87,0,1
yoshio_carlos,2123,3780,0,1
mikael_101,51,178,0,1
VarshneyAnita,970,671,0,1
DianaGArranz,401,433,0,1
APPA_Renovables,17606,338,0,1
MaribelCervant,1273,156,0,1
Mimogutierrez,802,2400,3,4
MaterialCultura,4,99,0,1
innovactoras,301,576,2,1
MarivelSolisB,271,424,0,1
fredy_lj01,491,2169,0,1
elpais_america,246072,885,0,1
CecyteCalnali,609,70,0,1
da_palante,140,434,0,1
OisocOficial,147,256,0,1
AbelHibert,1770,486,0,2
miren2211,362,736,0,1
elimc96,323,243,0,1
EnriqueUjaldon,6668,6467,0,1
ClaretLarraona,966,281,0,1
eli__lemos,79,273,0,1
GlobalQuito,1061,1204,0,2
defensadeyungay,13110,980,0,1
ElisabetFurio,270,788,0,1
xavierpastor_IB,2799,960,0,1
MetropoliHoy,6950,943,0,1
EEscamillaLuna,254,842,0,1
BuffariniDany,368,338,0,1
analeonlacruz,1009,1080,0,1
EmbEspanaRabat,4346,1035,0,1
mikaelsusaeta,44,53,0,2
MATILDE09372560,229,304,0,1
gonzale_valdes,677,666,0,1
amoranimalcuec,7,12,0,1
mar_gaya,1755,1167,0,2
LoyolaEcon,1083,71,0,3
caro_lbastida,221,1009,0,1
LuisPH,1048,2162,0,1
eriko_florespz,7205,1099,1,0
ReddocentesIB,2769,491,0,2
ballesteros_jul,1211,3022,1,0
pequetitasanti,53,454,0,1
jocesbol2,48,39,0,1
humana_cat,1203,2295,0,2
GricelAcosta1,11,39,0,1
linamunozavila,1038,1076,0,1
DianaMe11161814,11,100,0,1
GabrielFalconi1,108,441,0,1
alexgonzalezf_,235,232,0,1
PepeMartinV,261,304,0,2
espriu_f,233,180,2,0
bertaocana,949,1276,0,1
jordi_daura,795,721,0,1
Ro_Quin,404,638,0,4
jamilett75,46,80,0,1
PilarBernado,4006,1969,0,1
felixalvsan,626,1526,0,2
alexbaiz,607,1786,0,1
Conximartinez_,480,1013,0,1
quinterlucho,221,419,1,0
PSCSarria,1046,1454,0,1
Yanuleguley,176,1618,0,2
Espe_Morrison,89,280,1,1
HugoLeonardoRu1,80,40,0,1
noviasalcedo,3218,787,1,1
FrEsteban,102,359,0,1
pabloalamo,3853,2896,1,0
catrinsolidario,416,882,3,0
lizigomezs,374,228,0,1
InfoHidralia,1836,465,0,1
campagnolilili,164,960,0,1
ZarzuelaDC,161,106,3,1
lallanuratienem,942,885,0,1
MCR_Sostenible,998,2224,0,1
luislaurotorres,447,773,0,1
gifreund,15,50,0,1
jrivascuellar,198,474,0,1
CNTDrd,763,738,0,1
quinuamaranto,492,595,0,1
coronapresa,60,220,0,1
marcosathias,1855,814,0,1
LaPunticaNaMa,2246,4367,0,1
AvilaRibada,18,81,0,2
Emiesam,3314,4476,0,1
susanafinger,1366,849,2,0
Banco_Adopem,8536,4834,1,1
Isazamoc,49,79,0,1
bpe_albacete,1699,767,1,0
aedninforma,8807,709,0,1
CiceromComa,105,116,2,0
cmaeso68,319,251,0,1
EstherClavero,3867,2437,0,1
EvaMnguez,3160,2898,0,1
FundacionDFA,3127,929,0,1
emiliocaram25,969,1815,0,3
CTI_Latam,181524,18435,0,1
Nachoanon,9038,7648,0,1
estoyconlotuyo,64,25,0,1
Efeagro,18511,2931,0,1
lucilabergarec1,57,246,0,1
FOL_IE,511,294,3,0
AsprillaPaulina,102,210,0,1
E_Castellanos_M,794,1777,0,1
gregoria1968,42,240,0,1
GetPartner,200,508,0,4
divulgaUNED,13990,926,2,0
FELIXAOVEJERO,316,411,1,8
L_AlbertoRadio,302,901,0,1
alibird2020,52,154,1,0
anhere1122,310,742,0,1
IESAvempace,582,500,0,1
Comunikando,400,128,0,1
CaliOkulto,196,574,0,2
EmbEspanaChile,5349,954,0,1
jdiazok,50069,4782,0,1
mfawapara,181,485,0,1
JavierGGG,208,223,0,1
gtapianicola,141,347,0,1
ilyaccio,164,643,0,1
VladTepeslll3,7,170,0,1
pololikashvili,3109,1212,0,1
MovCTMMx_GSoc,3996,4950,0,2
JonathanEPTY,159,142,0,1
mazzucchelli84,81,305,0,1
jcgomvar,1271,1233,1,4
Bel_Bur,351,562,0,1
VyABio,11470,12598,4,1
UKinMexico,41914,3402,0,1
PoliticaEc,124558,1296,0,1
Carrascal_Isa,1362,1391,0,5
VpGabo,105,323,3,0
ABG_galapagos,3014,355,0,1
Yolasec,986,1151,0,1
rorrosarmiento,898,1683,0,1
NietGonzalez,31,70,0,1
RubenGavilanes1,4,33,0,1
ucooperacion,559,322,1,0
LenniMontiel,152599,716,0,6
ricardocipago,4323,5000,0,3
AulasOds,713,349,1,7
fiiS_Biobio,591,311,0,1
CAVILO_,341,109,0,1
pil4rjs,183,1048,0,1
toctocsepuede,1054,1522,0,1
linulera,5033,3751,0,1
Altruidea,277,650,0,1
MuniCircular,1589,1365,1,0
MTGGuillem,93,254,0,1
AlbujaCanizares,8,108,0,1
PSdeG,8579,1331,0,1
CromDeveloper,661,445,0,1
carothz,755,2641,0,3
cenlade_org,176,565,0,1
jesusco21218493,297,2353,0,1
AEFLAJunta,240,346,0,1
Gober_Cotopaxi,11466,478,0,1
CRZCbananeras,1085,267,0,1
CaiSuperacion,508,890,0,1
lachiwinha,2109,2610,1,0
CeciliaMarcos11,26,104,0,1
OSPSder,350,139,1,0
amiparezmeque,229,278,0,1
Sharameco,213,1078,0,1
alumni_ucm,946,939,0,1
ivanfres,1565,578,0,1
EzequielMolina,420,263,0,1
juancarlosgp_,1660,998,1,0
ideograma,3145,2945,1,0
BerenicRangel,166,343,1,0
JulietaSagnay,564,572,0,1
EHECATLRC,64,182,0,1
escacyl,2810,820,0,1
BuitragoPuche,290,602,0,1
AudioAlter,5,80,0,3
YosoyVoluntad,234,326,0,1
aylinrl,228,269,0,2
_acabanas,65,300,0,1
oppuruguay,11449,483,3,1
miturrio,21,56,0,1
women_errefuxia,114,141,0,5
SAB_AR,1917,432,0,4
virigoyen,1080,979,0,1
Isme1111,393,2514,0,1
JuanGeur,131,216,0,2
Josuchooo,1523,3574,0,1
zandraviki,57,224,0,1
raizauzcateguic,20652,20041,0,1
TormentaDigital,1763,1170,0,1
CinuPanama,4050,1252,9,0
Chema_Vera,3945,596,1,0
AlexOrejuelapa,131,469,0,1
MendesVenelESP,273,239,0,1
feliptron19,35,249,0,1
EDIG_TecAmb,156,119,0,1
CampusSostenibl,1517,1056,0,3
almorsando,430,975,0,1
ot_amillan,125,302,0,1
CancilleriaEc,201647,5703,1,1
matiasdib1,62,686,0,1
dpjulia1,214,318,0,1
lairetelena,476,380,0,1
ruthymedina,656,1324,0,1
RobertIntelecto,1449,2618,0,1
InfoecologiaNew,4668,3685,0,1
orkimedes1,93,179,0,1
yulais_ss,126,215,0,1
Mariape_28,28,125,0,1
gabrieldelcajon,1253,1708,0,1
ana_ma_mc,336,1038,1,0
ArturoB63331667,30,508,0,1
Fegimeonline,1331,220,0,2
LaEcoaldeaUCM,871,350,1,0
Griss_Rod27,195,335,0,1
Mariamyela1,189,739,0,1
EndaraSandra,68,159,0,1
eugeni_barquero,439,2257,0,3
DiegoIsabel1,10460,1121,1,1
Beatriz49115660,410,2143,0,1
camilocbarrera,233,1327,0,2
alicrisguerrero,845,376,0,1
Any_Solution,590,717,1,3
industrialesupm,3716,55,1,0
Biblioetsiaab,715,679,0,2
chetubien,880,1106,0,1
AGpeMD,2009,2819,0,1
AELiderazgo,1669,1338,0,1
trampasparker,224,973,2,5
Gilberto_Angele,585,2482,0,1
ghuerta1111,549,650,0,9
rafatinez,126,237,0,1
fraggleshell,1242,4205,0,1
PladesFrutillar,1188,897,1,0
Mujerverdosa,172,125,0,1
Nicolas_Domke,1070,1915,0,2
sonjahltweet,138,209,0,1
Evelynpena,264,367,0,1
MiguelAntCruz02,2126,2350,0,1
ConsejoAbogaci1,362,240,0,1
DividendoSocial,261,679,6,0
javieraragon,3017,4996,0,2
AngelGalanGil,146,270,0,1
GariSokolova,371,159,1,0
EDirectBurgos,1051,431,1,0
ISENER_,266,395,0,1
LHehenberger,204,145,0,1
elmuroenred,2609,2668,0,3
gu_aitor,2188,1078,0,2
rociomelendza,356,923,0,1
LourdesMella,725,866,0,1
agimapeople,1065,765,4,4
CiderSc,23,244,0,1
ManuelCabralF,685,900,1,0
Angelpasoapaso,162,365,0,1
GmoCoronado,322,952,0,4
Juandbidart,520,1118,0,1
Joy_rma,942,2316,1,0
adsisdonostia,291,657,0,1
monike_nicolas,258,190,1,0
bgonia,699,468,0,1
BeltranSolcito,12,43,0,4
CulturaGestion,659,3843,2,0
AlonsoXL,494,2325,1,0
majobelveder,598,933,0,1
Anabella_mu,175,357,0,1
JuanMorenoGcia,106,78,0,2
sandradam1110,34,264,0,1
EneidaCabas,794,473,0,1
FerArceAmare,2242,536,1,0
mabeeguiguren,273,409,0,1
Shigoka28,8,73,0,1
CPerfect33,122,317,0,2
Mitix009,76,94,0,1
Maripeerezz,158,241,0,2
midoghosn2,61,27,0,1
evacalderon_eva,41,207,0,2
noffal,1176,1128,0,1
icabizkaia,1294,248,0,1
MisionRD_OEA,1413,164,0,3
Thor1819,347,192,0,1
KaLiTroX_YT,30,124,0,1
ComplianceDigi1,169,499,0,2
cajacamo,69,316,0,1
CantabriaONGD,1141,261,0,2
pato_della,153,520,0,1
Coiaanpv,5843,2949,1,0
serpa235,162,198,0,1
JuanVillamayor,3540,2064,1,0
fcarlos46,148,129,0,1
gforner,119,437,0,1
ParticipaLPGC,218,736,2,1
viccardona_,41,41,0,1
alopolito,1913,1946,0,2
DJimenez78,321,102,1,0
FlorDiaz2019,61,117,0,4
chilepatrimonio,9636,1421,0,1
tiching,79849,3692,2,0
DanielSamperO,2425517,4207,0,1
aldofgiraldo,249,611,0,1
copladem,2001,269,0,1
Thengal_Asirtos,101,434,0,1
OmxrM,557,94,0,1
pamtamara,1043,911,0,2
spugolo,1331,3847,0,2
ecogestiona,4271,1279,0,1
mortybosch,87,410,0,1
sarayespejo,734,988,0,1
KilianCD,5485,4042,0,6
Albahruano,265,820,0,1
Nacho_Amador,455,518,0,2
dominguez_gas,43,590,0,1
CEstadistica,785,2210,0,1
MARYCHUY13,1198,4976,0,1
lopd_rgpd,271,191,0,1
umbriam,85,229,0,1
genvalsas,290,860,0,1
JavierHernanzP,294,418,0,7
LifegistFashion,826,215,0,1
Ibercivis,3225,994,1,2
andrepazv,432,618,0,1
claudiocrr22,52247,9,0,1
Dave2610,605,2159,0,2
yalmarvargas,230,686,0,1
BA_Uniline,156,568,0,2
MiriamRSE,1275,1054,1,0
ActivadoresODS,21,24,0,2
carmenpinan,1176,330,1,1
PICCINVALENTINA,44,133,0,1
LaChavis,270,515,0,1
Trinidad_cc,1147,1818,2,0
sararomero333,306,590,0,2
Aepsal,7819,163,0,1
ConsejoSUPO,96,81,0,1
irenepanea,472,650,0,1
EncEnCuenca,227,529,0,1
RafaeldelaRocha,6805,6712,0,1
angepreciado,284,1278,0,1
IcexMyanmar,50,103,1,0
arieldare,311,388,2,0
elisamoralesbcn,509,2128,1,0
AngeloideSp,525,1614,0,2
TrudyCastillo78,18,32,0,2
Guijarrojl,4119,2563,0,1
OrtigosaEster,26,978,0,1
BlandonFans1,572,1025,0,1
JLMT65,6670,7310,0,1
Selphinia,895,306,6,2
MariaEugeniaGay,7110,2436,1,2
PaoJMA,116,130,4,0
MaraJos57869398,13,19,0,1
OECD_PCSD,1225,414,1,2
magdaninah,340,140,0,1
flipped_primary,10298,941,0,1
tenenci96362390,134,1063,0,1
PRANGELMARMOL,7043,7239,0,2
avanzasostenibl,53,113,1,0
MirianEMendoza,58,91,0,1
MariHern4,5,76,0,1
sastoque99,175,787,0,1
cre_sierranorte,176,107,0,2
IngenieriaEibar,249,104,1,0
alexrosamtz,413,381,0,1
EverardoPlata2,28,122,0,1
AnaTorr17mad,113,139,0,1
Yulianavalbuen1,34,149,0,1
CACITI1,1352,605,0,1
ArnaudPeral,3710,505,0,6
FondoCanCoopera,1165,854,0,3
minibego,6050,5041,0,1
susurrameunbeso,4329,4635,0,1
riomaso,133,1516,0,1
saryorellana,590,1149,1,0
aracellycadavid,1153,1079,0,1
Lavola1981,3720,1148,1,0
tarancon_m,461,1634,0,1
LimpiezBrillosa,406,966,1,0
PinionEducation,61,45,5,0
ICosladaPSOE,743,1180,0,1
faully33,2963,3981,0,1
mlbbdeo,68,221,0,1
leonardovalente,2347,670,0,1
malplove,32,489,0,1
nottopic,468,330,1,1
em_moral,245,163,5,0
TalantePositivo,11581,10897,0,6
garciadeleonj,254,439,1,2
rosa1980eg,17,63,0,1
redecim,179,204,4,0
EGP_1105,579,2487,0,1
cipachile,1152,985,0,1
proyectoyael,12917,18,0,1
calidaddevidacb,138,339,0,1
ClusterAeice,1436,1505,8,2
veroeducatur,2706,799,1,0
ALEDWARD_NM,31,286,0,1
Nadiemegg,149,1410,0,1
HRGrupoJUSTE,314,262,0,1
LIFEhuertaskm0,1055,310,0,1
MIDES_PANAMA,31437,582,4,3
PepeChanona,346,1000,0,1
Durrego86,1138,2218,0,1
RosaliaMarco,103,66,0,1
ArgColombia,588,199,0,1
CorpGovIAE,524,343,0,1
luismelgratti,32,75,0,1
Henry_Ford1102,12,35,0,1
cuquiv,4811,4777,0,2
Rev_TintaVerde,92,221,0,1
PNUDEcuador,8516,1338,9,1
ives79mx,173,141,0,1
EstrellaBLopez,1207,594,1,0
GusInsau,350,806,1,0
icacoop,13403,2291,0,2
Yolanda_SanMon,185,16,0,1
Ambiente_Carch,1222,367,0,1
IvonneCanett,49,263,0,1
JVBallester,566,574,0,1
3d_impact,811,1204,4,0
cabieles,291,540,0,1
JArceGO,122,166,0,1
educaynaturural,663,3344,0,1
Dmenezmonto,142,543,0,1
ANGELAPRIETOMA,24,61,0,1
AsunPublicosTV,5376,2804,1,2
mylifeinnewyork,120,218,0,1
Rodrigo_Zarate_,1907,4788,0,1
JL_escudero,2820,1925,0,1
AlbertoMunoz,11777,13249,0,2
eduardocarrorey,25,123,0,1
LittleBlueLette,444,1024,0,1
SergioSgordillo,152,142,2,0
EducacionSEO,1442,765,0,1
cocarmi,3650,842,0,1
eugeniahernan,265,429,1,3
AUDIOAMIGOIAP,102,86,0,1
freddyretriana1,486,809,0,3
foradmitREPO,186,139,0,1
CerpaArturo,68,177,0,2
pelizalde32,65,99,0,1
drvleonm,28,83,0,1
victormabellido,1150,1879,0,1
jerogi,3613,2719,0,1
WhoAmI01057827,13,107,0,1
f_mudarra,702,1030,0,1
sustain_udc,128,169,1,0
revistapaginav,815,2397,0,3
EnfValladolid,509,194,1,0
monirocampeona,3794,1803,0,1
Felipcano,847,3233,0,1
lmonzol,59,101,0,3
Acidoclorhidric,527,94,0,1
Rotednem,330,526,0,1
santhros,243,268,0,1
ADerazenski,19,98,0,1
psoealmensilla,54,9,0,1
PipeBarbo,26,87,0,1
incamargot,126,909,0,1
Gabri_Saiz,527,1237,0,1
cornejocaro,1019,552,1,0
lamalaeducacion,1059,681,0,1
misscaguana,367,334,0,1
OimUruguay,1962,846,1,0
PerlaRiofrio,27,85,0,1
barrancopty,1028,492,0,1
iAguaAndalucia,1695,1499,0,1
SNEu235,1629,160,0,1
lucygmatias,20,145,0,1
grisel_prats,51,45,0,1
CONGDEX,1426,645,0,1
guaro9,1244,2312,0,5
depo_es,10761,643,0,1
EnriqueFatima,46,89,0,1
maleyepes,225,279,1,0
EnriqueYeves,3897,2847,0,2
LuisLopezMolin,185,175,0,2
danielmangelim,405,630,1,4
informaria,1667,738,4,2
viviendaenred,1354,359,2,0
AssertisSL,75,277,0,1
yadira_encinas,1600,806,0,1
Uryula69,395,408,0,1
NoInvisibles,43802,7944,0,1
joantp,2315,2060,0,1
Cambio2030_,105,114,1,5
Ara_is_On,17,19,0,1
Damian27292,128,89,0,1
erandizs,388,1181,0,1
7_Rooms,731,772,0,3
IsabelArellaisa,109,296,0,1
SDHArgentina,29319,495,1,0
Agenda2030DPN,2523,578,2,5
Barper7,48,371,0,1
Fremy31,117,185,0,1
Animalogia,577,1352,0,1
raultoran,6060,3126,0,2
Saidesla29,85,354,0,1
machinebone,508,2546,1,0
enochgutz,361,489,0,3
minutoDEenergia,820,3171,0,1
katherineP1990,26,287,0,10
Heidi_Sanz_Pz,299,579,1,0
CREAndalucia,4077,265,0,1
